year,ISO3,ADM0_NAME,ADM0_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2022,PHL,Philippines,PH,55252969,56319285,111572254,5388139,5405143,5283303,5064848,4784390,4549369,4255073,3751020,3297786,2981974,2590868,2264778,1854143,1435590,1003239,683847,659459,5719921,5727383,5585726,5281467,5052759,4805931,4425932,3865101,3364176,3039742,2605361,2221951,1739766,1258397,798468,470304,356900,11108060,11132526,10869029,10346315,9837149,9355300,8681005,7616121,6661962,6021716,5196229,4486729,3593909,2693987,1801707,1154151,1016359
